LECROYWS3054,16293,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,29-Jul-2023 14:47:41,0                 
Time,Ampl
-8.3525e-008,0.01
-8.3275e-008,0.00666667
-8.3025e-008,0.01
-8.2775e-008,0.00666667
-8.2525e-008,0.01
-8.2275e-008,0.00666667
-8.2025e-008,0.01
-8.1775e-008,0.00666667
-8.1525e-008,0.01
-8.1275e-008,0.00666667
-8.1025e-008,0.01
-8.0775e-008,0.00666667
-8.0525e-008,0.01
-8.0275e-008,0.00666667
-8.0025e-008,0.00666667
-7.9775e-008,0.00666667
-7.9525e-008,0.01
-7.9275e-008,0.00666667
-7.9025e-008,0.00666667
-7.8775e-008,0.00666667
-7.8525e-008,0.01
-7.8275e-008,0.00666667
-7.8025e-008,0.00666667
-7.7775e-008,0.00666667
-7.7525e-008,0.01
-7.7275e-008,0.00666667
-7.7025e-008,0.00666667
-7.6775e-008,0.00666667
-7.6525e-008,0.00666667
-7.6275e-008,0.00666667
-7.6025e-008,0.00666667
-7.5775e-008,0.00666667
-7.5525e-008,0.00666667
-7.5275e-008,0.00666667
-7.5025e-008,0.01
-7.4775e-008,0.00666667
-7.4525e-008,0.00666667
-7.4275e-008,0.00666667
-7.4025e-008,0.01
-7.3775e-008,0.00666667
-7.3525e-008,0.00666667
-7.3275e-008,0.00666667
-7.3025e-008,0.01
-7.2775e-008,0.00666667
-7.2525e-008,0.01
-7.2275e-008,0.00666667
-7.2025e-008,0.01
-7.1775e-008,0.00666667
-7.1525e-008,0.01
-7.1275e-008,0.00666667
-7.1025e-008,0.01
-7.0775e-008,0.00666667
-7.0525e-008,0.01
-7.0275e-008,0.00666667
-7.0025e-008,0.01
-6.9775e-008,0.00666667
-6.9525e-008,0.00666667
-6.9275e-008,0.00666667
-6.9025e-008,0.01
-6.8775e-008,0.00666667
-6.8525e-008,0.00666667
-6.8275e-008,0.00666667
-6.8025e-008,0.01
-6.7775e-008,0.00666667
-6.7525e-008,0.01
-6.7275e-008,0.00666667
-6.7025e-008,0.00666667
-6.6775e-008,0.00666667
-6.6525e-008,0.00666667
-6.6275e-008,0.00666667
-6.6025e-008,0.00666667
-6.5775e-008,0.00666667
-6.5525e-008,0.00666667
-6.5275e-008,0.00666667
-6.5025e-008,0.00666667
-6.4775e-008,0.00666667
-6.4525e-008,0.01
-6.4275e-008,0.00666667
-6.4025e-008,0.00666667
-6.3775e-008,0.00666667
-6.3525e-008,0.00666667
-6.3275e-008,0.00666667
-6.3025e-008,0.00666667
-6.2775e-008,0.00666667
-6.2525e-008,0.00666667
-6.2275e-008,0.00666667
-6.2025e-008,0.00666667
-6.1775e-008,0.00666667
-6.1525e-008,0.00666667
-6.1275e-008,0.00666667
-6.1025e-008,0.00666667
-6.0775e-008,0.00666667
-6.0525e-008,0.00666667
-6.0275e-008,0.00666667
-6.0025e-008,0.00666667
-5.9775e-008,0.00666667
-5.9525e-008,0.01
-5.9275e-008,0.00666667
-5.9025e-008,0.01
-5.8775e-008,0.00666667
-5.8525e-008,0.01
-5.8275e-008,0.00666667
-5.8025e-008,0.00666667
-5.7775e-008,0.00666667
-5.7525e-008,0.01
-5.7275e-008,0.00666667
-5.7025e-008,0.00666667
-5.6775e-008,0.00666667
-5.6525e-008,0.01
-5.6275e-008,0.00666667
-5.6025e-008,0.00666667
-5.5775e-008,0.00666667
-5.5525e-008,0.00666667
-5.5275e-008,0.00666667
-5.5025e-008,0.00666667
-5.4775e-008,0.00666667
-5.4525e-008,0.00666667
-5.4275e-008,0.00666667
-5.4025e-008,0.01
-5.3775e-008,0.00666667
-5.3525e-008,0.00666667
-5.3275e-008,0.00666667
-5.3025e-008,0.00666667
-5.2775e-008,0.00666667
-5.2525e-008,0.00666667
-5.2275e-008,0.00666667
